parcel,x,y,z
7Networks_RH_SalVentAttn_PrC_1,51.0,3.414634146341456,40.76219512195122
7Networks_RH_SalVentAttn_FrOperIns_1,40.53156146179402,5.029900332225907,-15.541528239202655
7Networks_RH_SalVentAttn_FrOperIns_2,40.51162790697674,8.74418604651163,-2.8449612403100843
7Networks_RH_SalVentAttn_FrOperIns_3,40.23754789272031,-10.59003831417624,-4.17624521072797
7Networks_RH_SalVentAttn_FrOperIns_4,39.179190751445084,-1.5028901734104068,5.549132947976872
7Networks_RH_SalVentAttn_FrOperIns_5,37.2046511627907,22.627906976744185,4.748837209302323
7Networks_RH_SalVentAttn_FrOperIns_6,38.38157894736842,6.973684210526329,10.473684210526315
7Networks_RH_SalVentAttn_FrOperIns_7,49.49514563106796,4.938511326860834,3.5533980582524265
7Networks_RH_SalVentAttn_FrOperIns_8,53.84415584415584,11.902597402597394,11.720779220779221
7Networks_RH_SalVentAttn_PFCl_1,32.43894899536321,44.73570324574962,28.41112828438949
7Networks_RH_SalVentAttn_Med_1,7.330922242314642,18.61844484629296,35.49728752260398
7Networks_RH_SalVentAttn_Med_2,7.556064073226551,2.292906178489716,43.23569794050343
7Networks_RH_SalVentAttn_Med_3,11.396078431372544,-33.54509803921569,42.501960784313724
7Networks_RH_SalVentAttn_Med_4,5.7463414634146375,10.595121951219511,57.48292682926828
7Networks_RH_SalVentAttn_Med_5,10.213836477987428,-43.24528301886792,53.38364779874213
7Networks_RH_SalVentAttn_Med_6,10.599999999999994,-32.33684210526316,50.62105263157895
7Networks_RH_SalVentAttn_Med_7,6.827361563517911,-1.6351791530944695,66.56677524429966
7Networks_RH_SalVentAttn_Med_8,16.174999999999997,6.612500000000011,69.26249999999999
7Networks_RH_Limbic_OFC_1,13.241379310344826,23.347962382445132,-20.52037617554859
7Networks_RH_Limbic_OFC_2,23.07027027027027,22.254054054054052,-20.27567567567568
7Networks_RH_Limbic_OFC_3,7.799999999999997,46.7842105263158,-23.252631578947366
7Networks_RH_Limbic_OFC_4,19.956331877729255,42.978165938864635,-18.16593886462882
7Networks_RH_Limbic_OFC_5,4.79220779220779,21.85714285714286,-20.66883116883117
7Networks_RH_Limbic_OFC_6,9.356321839080465,62.63218390804599,-14.367816091954026
7Networks_RH_Limbic_TempPole_1,27.80115273775216,-1.2939481268011548,-40.1671469740634
7Networks_RH_Limbic_TempPole_2,48.77157360406091,-6.5482233502538065,-39.19458544839255
7Networks_RH_Limbic_TempPole_3,36.69767441860465,16.599483204134373,-37.012919896640824
7Networks_RH_Limbic_TempPole_4,39.40416666666667,-14.787499999999994,-31.22083333333333
7Networks_RH_Limbic_TempPole_5,28.695652173913047,12.021739130434781,-30.586956521739133
7Networks_RH_Limbic_TempPole_6,49.9815668202765,-27.737327188940085,-25.87096774193548
7Networks_RH_Limbic_TempPole_7,22.401459854014604,-17.729927007299267,-26.91240875912409
7Networks_RH_Cont_Par_1,54.5661252900232,-52.82598607888632,44.53828306264501
7Networks_RH_Cont_Par_2,55.55020080321285,-40.85140562248996,47.4136546184739
7Networks_RH_Cont_Par_3,35.10948905109489,-70.71532846715328,46.69343065693431
7Networks_RH_Cont_Par_4,53.93023255813954,-33.162790697674424,51.18604651162791
7Networks_RH_Cont_Par_5,46.79220779220779,-44.09090909090909,46.675324675324674
7Networks_RH_Cont_Par_6,40.946478873239435,-55.14366197183098,48.63098591549296
7Networks_RH_Cont_Temp_1,61.70212765957447,-28.716312056737593,-19.808510638297875
7Networks_RH_Cont_Temp_2,63.2787610619469,-42.21681415929204,-10.623893805309734
7Networks_RH_Cont_PFCv_1,33.924528301886795,21.1320754716981,-7.7075471698113205
7Networks_RH_Cont_PFCl_1,27.882063882063882,54.77641277641277,-13.498771498771497
7Networks_RH_Cont_PFCl_2,42.2879684418146,50.95069033530572,-6.252465483234715
7Networks_RH_Cont_PFCl_3,27.465478841870826,59.231625835189305,2.8374164810690417
7Networks_RH_Cont_PFCl_4,48.9645390070922,39.94326241134752,5.0212765957446805
7Networks_RH_Cont_PFCl_5,41.72136222910217,45.891640866873075,14.284829721362229
7Networks_RH_Cont_PFCl_6,49.079470198675494,30.33774834437085,18.291390728476827
7Networks_RH_Cont_PFCl_7,48.29054054054054,18.11486486486487,23.58783783783784
7Networks_RH_Cont_PFCl_8,25.250620347394545,54.11910669975185,24.81885856079404
7Networks_RH_Cont_PFCl_9,47.338501291989665,28.930232558139522,28.01550387596899
7Networks_RH_Cont_PFCl_10,39.32738095238095,10.696428571428584,33.81547619047619
7Networks_RH_Cont_PFCl_11,39.0130548302872,33.43603133159269,38.02088772845953
7Networks_RH_Cont_PFCl_12,44.55662188099808,18.925143953934736,43.48560460652591
7Networks_RH_Cont_PFCl_13,43.164912280701756,6.04912280701754,50.392982456140345
7Networks_RH_Cont_PFCl_14,34.36261682242991,15.61121495327103,55.45794392523365
7Networks_RH_Cont_PFCl_15,24.29729729729729,9.900900900900893,57.860360360360374
7Networks_RH_Cont_pCun_1,13.12460063897764,-71.49520766773162,38.990415335463254
7Networks_RH_Cont_pCun_2,5.737089201877936,-63.990610328638496,43.64319248826291
7Networks_RH_Cont_Cing_1,6.356164383561648,-26.31506849315069,27.9041095890411
7Networks_RH_Cont_Cing_2,4.778625954198475,1.3893129770992374,30.320610687022906
7Networks_RH_Cont_PFCmp_1,7.487058823529409,34.86117647058825,25.18117647058824
7Networks_RH_Cont_PFCmp_2,4.849397590361448,28.265060240963862,48.12048192771084
7Networks_RH_Default_Par_1,54.43654822335025,-45.68527918781726,19.675126903553306
7Networks_RH_Default_Par_2,48.42826552462527,-64.11134903640257,21.700214132762312
7Networks_RH_Default_Par_3,53.2034632034632,-53.290043290043286,25.818181818181813
7Networks_RH_Default_Par_4,56.05042016806723,-45.3781512605042,32.260504201680675
7Networks_RH_Default_Par_5,47.52488687782805,-64.28054298642533,41.6606334841629
7Networks_RH_Default_Temp_1,49.12676056338028,8.570422535211264,-32.82394366197183
7Networks_RH_Default_Temp_2,60.48601398601399,-7.5314685314685335,-22.91958041958042
7Networks_RH_Default_Temp_3,47.659574468085104,16.047872340425528,-20.122340425531917
7Networks_RH_Default_Temp_4,54.78290598290598,-4.061538461538461,-14.184615384615384
7Networks_RH_Default_Temp_5,62.88955223880597,-23.09850746268657,-7.468656716417911
7Networks_RH_Default_Temp_6,48.99363057324841,-20.063694267515928,-7.375796178343947
7Networks_RH_Default_Temp_7,63.282828282828284,-37.56565656565657,0.19191919191919737
7Networks_RH_Default_Temp_8,50.4,-33.14,1.5466666666666669
7Networks_RH_Default_PFCv_1,34.97752808988764,23.044943820224717,-17.230337078651687
7Networks_RH_Default_PFCv_2,35.111111111111114,37.701388888888886,-13.652777777777779
7Networks_RH_Default_PFCv_3,48.03305785123967,31.574380165289256,-7.793388429752071
7Networks_RH_Default_PFCv_4,53.33976833976834,23.783783783783775,6.447876447876453
7Networks_RH_Default_PFCdPFCm_1,5.360856269113157,40.40366972477065,-10.247706422018346
7Networks_RH_Default_PFCdPFCm_2,9.370919881305639,66.64688427299703,1.0504451038575695
7Networks_RH_Default_PFCdPFCm_3,7.638888888888886,42.02777777777777,4.178571428571431
7Networks_RH_Default_PFCdPFCm_4,7.422145328719722,53.98615916955018,12.82352941176471
7Networks_RH_Default_PFCdPFCm_5,17.530927835051543,64.91237113402062,16.170103092783506
7Networks_RH_Default_PFCdPFCm_6,5.730769230769226,24.769230769230774,18.243589743589737
7Networks_RH_Default_PFCdPFCm_7,6.332225913621258,57.607973421926914,29.435215946843854
7Networks_RH_Default_PFCdPFCm_8,16.35924932975871,52.750670241286855,35.860589812332435
7Networks_RH_Default_PFCdPFCm_9,4.78745644599303,44.50871080139373,40.05574912891986
7Networks_RH_Default_PFCdPFCm_10,26.249388753056238,34.528117359413216,39.30073349633251
7Networks_RH_Default_PFCdPFCm_11,13.923766816143498,39.112107623318394,52.152466367713004
7Networks_RH_Default_PFCdPFCm_12,23.95876288659794,25.716494845360813,50.77835051546391
7Networks_RH_Default_PFCdPFCm_13,11.965853658536588,19.70243902439023,62.83902439024391
7Networks_RH_Default_pCunPCC_1,12.585858585858588,-54.868686868686865,15.585858585858588
7Networks_RH_Default_pCunPCC_2,7.321428571428569,-43.67857142857143,19.75
7Networks_RH_Default_pCunPCC_3,16.493670886075947,-63.35443037974684,27.506329113924053
7Networks_RH_Default_pCunPCC_4,5.819548872180448,-52.24812030075188,22.94736842105263
7Networks_RH_Default_pCunPCC_5,4.895348837209298,-63.33720930232558,31.34883720930233
7Networks_RH_Default_pCunPCC_6,6.69740634005764,-38.79538904899135,34.835734870317
7Networks_RH_Default_pCunPCC_7,4.102941176470594,-19.69852941176471,37.044117647058826
7Networks_RH_Default_pCunPCC_8,9.892857142857139,-52.60714285714286,35.13095238095238
7Networks_RH_Default_pCunPCC_9,7.2116182572614065,-49.64315352697095,44.43983402489627
